State,District,JAN_normal,FEB_normal,MAR_normal,APR_normal,MAY_normal,JUN_normal,JUL_normal,AUG_normal,SEP_normal,OCT_normal,NOV_normal,DEC_normal,JAN_current,FEB_current,MAR_current,APR_current,MAY_current,JUN_current,JUL_current,AUG_current,SEP_current,OCT_current,NOV_current,DEC_current,Flood_Risk
JHARKHAND,EAST SINGHBHU,14.7,18.4,20.7,31.9,63.3,225.5,293.7,312.7,225.7,68.4,12.5,5.2,16.71338084777387,23.217718918601868,21.624197177927673,37.25041560024591,44.647725338102056,173.1280023085292,337.32395939614844,230.85517691360624,286.37363828969944,84.40752751019278,13.040788366306034,5.676506542736027,Low
JHARKHAND,GARHWA,16.0,9.6,10.6,6.8,10.5,120.9,288.1,292.8,226.0,52.6,2.6,5.3,11.578040065053973,12.384875942806353,7.452251186140255,6.754849069325518,13.381622233983856,132.74544958923516,298.7898905187279,284.0341521789136,236.75509044756518,37.777422443775976,2.1483961500758615,5.344233633728105,Medium
JHARKHAND,SERAIKELA-KHA,18.0,21.1,21.8,24.3,51.4,240.7,322.5,321.9,250.4,71.8,10.3,5.4,17.06487226467792,17.080858606049944,26.320902631909053,28.894133979223817,55.98157753031802,298.82984402635395,379.2994437864062,380.23024808732026,178.25936961814256,76.08320994710492,8.279972676046118,6.793093235341466,Medium
JHARKHAND,JAMTARA,14.4,20.7,18.5,16.3,66.4,209.4,346.2,342.3,295.9,127.6,12.7,5.6,14.678308173006005,15.55009714853852,15.124880755001694,15.86156165141664,77.8253829004249,270.96205384667945,416.16015818093524,425.5022114681972,340.6006449351266,109.25730230491203,16.373572954755637,7.108070423273323,Medium
JHARKHAND,LATEHAR,16.6,18.6,20.4,9.0,22.7,168.6,340.7,288.5,224.0,66.6,7.8,8.0,18.926037366781042,16.4991504544252,16.418939105949185,10.134856829868529,19.17444111133711,156.85471145969723,352.594885874371,219.48344624194252,228.50747210451752,70.11303693021426,9.239435664589724,7.681087032430372,Low
JHARKHAND,SIMDEGA,19.1,18.9,15.5,23.9,35.0,237.8,459.4,404.7,281.2,58.8,12.6,6.2,24.227470630155178,24.317946497945595,15.163600012509587,18.464968619647824,25.55014116323931,276.46196214140315,335.8291048846372,364.22191740879697,308.7908237401337,42.832692067759595,15.567138019621344,7.8755961503878495,Low
JHARKHAND,KHUNTI(RANCHI,22.6,24.4,24.2,17.4,45.4,243.3,379.8,360.5,267.5,71.4,16.9,9.4,23.193970887039743,26.586756004409715,22.036658661739526,18.511161627011322,39.90075727763283,223.50509013115365,459.69367165579695,455.6975359227545,321.84114596549847,65.36003094452388,21.019258322603164,8.933056113007918,Medium
JHARKHAND,RAMGARH,12.5,15.0,13.3,20.7,47.3,207.1,323.8,287.4,235.5,68.8,9.2,7.7,15.106648550258708,16.63710481260719,11.312757428402389,19.191200403455582,36.987225900658245,213.10842057980938,338.9283998518116,221.9671074066447,264.9932724033421,49.70221892678754,11.307252443254583,9.505803792851685,Low
BIHAR,BHAGALPUR,17.7,10.5,10.2,23.2,65.5,197.8,291.0,261.0,227.5,88.5,8.6,6.4,16.012529932225867,10.001998950888924,7.768089051153579,29.096133891143854,55.3010540993504,149.28038372800663,312.0032154834099,191.2108606019622,224.16174909726928,69.07608346278363,6.14877744012093,7.75954049538403,Low
BIHAR,EAST CHAMPARAN,12.7,9.7,7.8,13.2,49.1,163.5,354.5,297.4,206.2,73.2,4.4,6.0,10.386381846919022,11.661240476171448,6.957120523861347,16.89943120486153,51.986788850333525,182.7734282724485,386.45087264027654,320.26158529167685,207.4813481843097,61.42769387107947,5.050856198821853,6.009102827015845,Medium
BIHAR,DARBHANGA,16.0,9.5,12.3,21.3,59.9,156.7,296.5,285.1,186.3,66.7,8.6,4.7,17.437167215320773,9.601174545168254,10.264414878783967,21.361420860565097,57.59961512395344,153.67370012397876,245.41389424191237,235.1354109664391,229.79170819560053,51.403118902562106,10.835786393926337,4.944921586255403,Low
BIHAR,GAYA,14.6,10.9,8.7,6.1,18.0,128.2,298.1,271.9,180.5,53.7,7.5,5.7,17.8756510130499,10.45153489816969,7.108397451532299,6.401013658124241,13.233428539607404,112.61085534487565,378.4298772570448,278.2648008659006,167.1099943699981,45.678978719609475,8.647727207048789,7.028725153097259,Medium
BIHAR,MUNGER,12.9,7.0,10.0,14.3,44.9,165.5,305.7,271.1,231.7,71.4,6.5,5.8,16.60493310579059,7.457461742116168,7.977374546576925,16.104517327943505,57.94765862595794,189.19311235947373,386.23028394149236,211.8561338045773,202.35275897044332,70.21849616566251,7.068506558787411,6.5769848849673656,Medium
BIHAR,MUZAFFARPUR,13.4,8.9,7.3,13.3,54.0,161.0,326.1,291.7,202.3,63.9,7.8,4.8,10.335780731977382,9.887765748970827,6.387586325144444,10.467789696914634,68.84053783120278,149.87862287722274,380.1720447386204,249.45624361021692,259.15224314405344,80.69457201554592,7.108336264795255,3.7775862554574706,Medium
BIHAR,WEST CHAMPARAN,18.6,10.8,12.8,18.3,56.3,229.3,447.0,349.3,249.4,65.9,5.1,9.2,23.131083596617714,12.93396726841711,9.171334291018628,14.242130686874972,44.88367738396065,178.20556903318058,377.0242185932695,386.0921147356344,263.42891420797037,49.017027020643575,6.592770682283899,11.259290132918947,Low
BIHAR,PURNEA,9.1,9.0,12.9,33.7,121.6,244.8,434.2,338.6,295.7,83.4,8.2,7.0,11.465948287628054,8.239460184489133,10.146697738515837,24.808151951444806,86.29349839117853,271.4984110588261,416.7902236574485,252.3649564378157,292.2836434696033,81.79042077581639,6.392318640676618,7.847988159833677,Low
BIHAR,GOPALGANJ,14.9,10.5,7.0,12.5,31.6,155.4,309.8,304.3,220.4,55.9,6.0,7.2,16.732514736996247,11.593533839960044,8.16404696566242,12.376022249083618,35.780902067140794,109.42514408742598,313.22872478637277,295.54992336095836,197.1259837144569,46.5185838992916,6.65169986954761,5.645453946634152,Low
BIHAR,MADHUBANI,11.1,9.5,9.3,30.8,79.3,185.2,375.5,307.1,191.7,76.0,5.7,12.1,8.704750027750876,8.926042303892391,9.642116124918255,36.36017577044742,85.72347900602655,137.3565308396617,300.1138563769057,353.5846340931969,231.06204839035345,63.64353579980211,5.299113681928301,11.143052102611017,Low
BIHAR,AURANGABAD,18.1,11.2,7.8,5.7,14.4,122.1,290.0,253.9,193.6,44.3,7.8,6.0,13.405517475222746,12.481246298368763,8.016118089178255,5.642509945443078,18.666435122493642,106.0130784041501,334.9474511859338,259.30879219049564,227.63174424280757,55.60633514420649,9.558195928880728,6.239571764696127,Medium
BIHAR,BEGUSARAI,8.1,8.4,13.2,17.3,48.9,154.3,296.8,255.3,215.2,63.0,4.8,5.4,9.306987760596256,10.264801289336576,16.25158139450253,19.007872000318045,36.91409767956354,151.873343886064,341.2768231226234,230.9627313015436,205.67699411594583,69.0520086322665,3.689850135257267,4.736854917080005,Medium
BIHAR,BHOJPUR,12.5,13.4,6.9,10.3,24.9,108.7,334.6,277.6,203.5,45.1,8.6,5.4,10.388102718740312,15.128431885629947,8.389239796124668,11.486398605088308,30.127937948077463,87.28905594487391,368.5470572310515,265.9522327096843,164.7807792102128,52.80936847902005,9.74229323281776,4.576284816890707,Low
BIHAR,NALANDA,11.8,9.0,9.1,6.1,27.9,127.6,283.6,263.3,202.3,50.7,5.1,5.7,15.293155340943278,7.017885614010191,9.59402858480701,6.6381252655013725,34.271822249652466,91.02219457619086,325.32309159798973,185.443880893024,228.88816643305,47.823662963999716,5.126590938327885,7.364015510206851,Low
BIHAR,PATNA,13.0,9.4,9.6,8.1,26.4,125.4,333.7,264.5,217.7,55.5,7.3,4.2,11.595692303138396,7.084241876455794,7.559194644778067,6.710059417880984,20.53497268397789,132.3078755065798,422.6019268806086,312.06898146596023,202.41392663692338,71.64614740049075,7.347508580554288,3.3812483607618824,Medium
BIHAR,KATIHAR,12.3,7.4,9.2,24.6,96.0,212.2,358.9,269.8,269.0,74.2,5.0,4.1,14.670688401018035,7.827348418415334,9.826798163815885,30.46020338762675,89.50585538114382,177.4688831684391,318.6999711315294,278.2088951820093,322.836604134651,78.37503610763773,3.536034941053198,3.9139757584484403,Low
BIHAR,KHAGARIA,9.5,4.2,7.7,15.4,46.3,184.0,311.0,297.7,265.0,82.2,7.0,3.9,10.506214817762716,3.03170067568972,8.034273322173709,15.113828376267252,39.65883834494518,199.25913401246163,394.5135276159799,268.4899886852574,248.56074977557168,61.71101631566993,8.688596379701622,3.4587199798401023,Medium
BIHAR,SARAN,16.3,9.4,8.5,9.3,35.6,133.2,334.1,291.8,214.4,59.2,6.5,5.5,15.14011416805069,6.590562728688206,6.692137138078635,9.482354639527157,28.604318079628506,99.89164615981707,304.27763827999433,282.56739181390935,245.74976797188802,44.233733731504316,4.9843800231301305,4.154981908664736,Low
BIHAR,MADHEPURA,12.0,9.4,12.3,29.6,84.5,212.8,377.3,304.3,259.1,70.6,13.0,7.8,14.14383469165546,7.661351649706987,8.952635076299716,26.96805247545813,75.72969751374937,185.88300721379298,376.79039162303826,357.4425975688695,300.4978761144248,88.73246196370795,15.404076024885795,8.63896461615832,Medium
BIHAR,NAWADA,13.0,9.5,9.6,5.6,34.1,135.2,301.8,276.0,183.6,62.4,6.2,4.8,11.364809897332524,8.444606193066532,7.375720979870445,6.04541154820089,37.21621122765853,174.74218082545937,342.3934485942972,198.31891598980863,211.36104229904447,77.04394414521904,5.187116256307677,4.640245387443651,Medium
BIHAR,ROHTAS,13.0,12.8,9.1,5.9,13.9,90.0,275.2,278.4,190.9,43.0,12.1,4.8,12.65293983564763,12.338070351950911,7.311635749012575,4.472659838176863,10.72208577669819,116.41374115287371,237.23612600783196,338.22510797094895,225.3190623510802,49.2745385101707,9.464710080893772,5.775724916607376,Medium
BIHAR,SAMASTIPUR,15.0,8.2,10.9,15.2,42.7,176.6,315.1,289.1,244.4,64.4,6.9,3.8,14.593440121393515,7.22034267634518,9.86414567950525,10.875061475733766,33.090869147900946,179.02222992991344,374.81385114063113,205.86989358824167,238.26064431607466,47.716223774926156,5.0434673596281865,3.0539301506882093,Low
BIHAR,SITAMARHI,9.7,8.5,9.9,25.6,71.5,200.6,396.6,307.5,179.7,71.7,3.9,7.9,11.65107102981766,8.954011912159626,11.568110688896212,30.301285381259945,60.20292602692654,187.74298048707865,389.5019214384179,313.61629948307797,176.42928599806964,92.80858020986705,4.596691380049834,5.904921313736845,Medium
BIHAR,SIWAN,15.1,12.6,9.7,9.6,27.5,137.4,339.1,287.7,240.0,43.3,8.2,5.2,15.001214617214309,16.059013688207628,7.113089546085018,11.059741073413582,29.439637762446306,124.76223507964711,287.0587801855246,240.49592890764666,293.4097111311177,48.771549374805176,7.994522442385544,4.558035311468709,Low
BIHAR,VAISHALI,15.3,8.4,7.2,14.6,26.8,137.6,375.0,285.3,223.7,73.3,5.4,3.9,17.76893661523005,9.48566659051644,8.907189309004417,11.577446657622684,29.686682920572505,167.5417163735989,284.09008876230433,310.78153190443976,224.6230865424944,85.88944889985153,6.6856870043607675,3.4616079104270043,Low
BIHAR,JAHANABAD,12.8,7.6,7.0,13.1,23.1,112.5,255.6,255.8,196.5,39.1,7.7,5.8,12.616607218473227,7.306217245967888,6.224376382275388,13.893720296805352,22.043728546553123,99.82508549910656,251.10989350369724,228.55797699298572,204.45440212564,37.73418145661419,7.0698791220722494,5.980788280406687,Low
BIHAR,BUXAR,14.1,6.7,6.8,3.7,17.6,110.9,287.1,263.0,200.2,53.7,6.8,4.8,15.601349358227269,5.553639224801566,5.656492600439796,4.206219940922681,16.897051613773776,134.32709613824485,222.95128533027236,239.36384569568855,168.83577407683794,60.728594536945145,7.936144661189265,4.254134967109204,Low
BIHAR,ARARIA,13.8,8.0,15.4,36.8,114.5,271.7,444.6,352.4,278.3,84.0,7.4,5.3,10.246134127102248,6.012251776054382,18.976282260921774,32.250196965616,116.33049012811428,292.38258430040383,435.7680359808038,414.3936005032956,219.41610045415172,105.7626602861162,8.677270079305137,3.7704051965314695,Medium
BIHAR,BANKA,10.1,9.3,11.7,15.7,45.9,138.2,271.1,241.7,214.9,84.6,5.7,5.6,7.966471209771322,8.08515901095178,10.457616170405329,11.545863316287699,54.90175606160817,172.3923336928441,331.3667312170277,229.24762797180674,269.44882068314394,79.73059171968751,6.412295480013142,4.034933189787036,Medium
BIHAR,BHABUA,26.4,16.4,10.0,5.5,18.6,131.0,311.7,299.4,253.0,42.4,5.5,6.4,26.854451534191437,18.17235882814488,8.02932573121593,5.769864661809955,18.54141791485294,96.2738325739933,308.9762373104976,312.7007249011834,323.816019266678,36.46545957459708,4.375718564597774,5.042086335031968,Medium
BIHAR,JAMUI,10.1,8.2,9.0,9.4,35.1,163.4,311.9,253.3,223.2,70.9,9.0,3.8,11.187544579055826,5.812244842157048,6.693315252456424,6.672377254604195,34.10925598034449,131.0622676272814,221.8081303564422,231.0890313559435,198.58259909372424,72.48210963921953,11.450676868790325,4.088748820909744,Low
BIHAR,KISHANGANJ,10.2,8.2,17.5,51.7,155.7,368.1,579.1,463.5,344.8,80.4,6.8,4.6,9.094754666767152,6.87926176974241,21.672217994039137,50.25508973329075,161.47591640674082,419.1422362032507,653.1321073831208,387.3491428750529,378.72068366325186,62.86998060598228,7.510263686003954,4.706186262158565,Medium
BIHAR,SHEIKHPURA,13.7,8.2,8.2,9.7,33.5,144.2,291.6,240.3,189.6,58.1,6.3,5.0,12.377801439450232,6.068955555661408,8.07385430267229,10.261051548243044,24.633925200974236,124.1615056226219,255.16448938576147,217.3979996737261,227.49918281149436,65.20914531187451,4.963699011473265,5.329942546989396,Low
BIHAR,SUPAUL,7.6,8.7,12.7,23.0,83.3,200.3,375.1,270.2,210.0,74.7,4.5,3.7,6.094401055973884,9.846289344569207,9.379739890105485,16.28076433604758,84.12062982427115,228.28805431099605,435.74275883680343,242.3234762310138,187.89763692810743,61.66717708590929,3.442399931183864,2.6852610348557246,Medium
BIHAR,LAKHISARAI,12.9,7.0,10.0,14.3,44.9,165.5,305.7,271.1,231.7,71.4,6.5,5.8,11.007887341270242,5.041624584469733,8.92252135554686,14.857706820032124,33.48161567579856,195.59405286664756,309.4018921144777,257.4690501690403,262.7172633894523,50.710585221898576,6.254983371217307,5.885550791405876,Medium
BIHAR,SHEOHAR,9.7,8.5,9.9,25.6,71.5,200.6,396.6,307.5,179.7,71.7,3.9,7.9,11.039497540181713,10.592702323537933,9.131474154888878,19.789642757833832,69.3148646332637,175.48472088384113,420.29319757188824,257.48968504315445,213.57858137706222,70.60534547368853,4.712259186453102,6.769963184673474,Low
BIHAR,ARWAL,15.9,6.8,5.2,3.2,11.2,112.8,245.4,249.6,181.9,33.3,5.2,3.9,12.67045529477672,7.046929372057923,5.998711540220717,2.74415252611382,14.476165473979696,107.52867894791738,255.28195668046254,196.12808642360727,185.24454326189831,38.807767253808535,6.531372095109542,4.262867424638006,Low
BIHAR,SAHARSA,6.1,10.9,12.8,39.6,107.1,249.4,515.1,352.8,290.8,94.6,3.7,10.0,5.494348403028469,9.489411665842967,15.339794252087792,29.616504132700246,107.5866957786771,324.0216362235687,602.8732446566456,299.4205356821148,298.76159494474615,117.27042655286934,3.0136024661258367,7.62450448243958,Medium
UTTAR PRADESH,ALLAHABAD,17.5,10.0,7.6,3.6,6.6,82.1,265.5,278.8,182.3,34.6,9.4,4.6,14.439596531723941,7.368445699102538,8.838808002863141,4.258305253365626,5.7936156474317535,89.72489953860794,280.8712259909314,316.7223951112298,227.08868407182138,27.69577765742269,10.853275426395133,5.899642706954638,Medium
UTTAR PRADESH,AZAMGARH,12.6,10.2,8.8,6.1,15.5,95.4,334.3,291.4,231.6,41.5,6.9,4.0,10.053865489763407,12.468811231471692,10.985587122640705,5.650042808886994,18.13911697385181,71.3752275777602,266.19143050124836,356.0669066965832,292.5840058893997,44.6099526915381,6.941507717829431,4.625471262442776,Medium
UTTAR PRADESH,BAHRAICH,20.8,16.0,12.5,9.0,32.9,154.4,336.8,297.2,205.4,51.2,2.5,9.9,15.36718995596482,17.430643320732138,14.921706550685096,9.984784908164634,33.265499542479866,187.77607266475582,301.5782510383675,308.7840643371237,206.04868553793253,39.783313454735634,2.583492964679534,12.66352223315408,Medium
UTTAR PRADESH,BALLIA,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,9.57508380812776,11.015370522974507,6.832967766855089,4.723295507683469,21.01202863334526,119.29166653369235,328.30562501418353,213.5687012650217,122.31654687840845,35.81890598169857,3.8892543193111044,3.3777341605136413,Low
UTTAR PRADESH,BANDA,17.6,11.6,6.3,4.5,12.1,92.1,261.0,316.4,170.9,36.4,5.5,8.8,21.02797745270701,10.675415150022031,5.564676149151309,3.7598577279912586,13.726109710052432,88.06341429798614,316.796929024254,233.96745574014153,136.7340028398654,42.19858670315193,5.2003173003842,7.432126483458199,Low
UTTAR PRADESH,BARABANKI,16.9,14.4,8.1,5.8,17.8,112.1,309.7,284.4,224.3,50.3,2.9,8.7,16.50671658409884,14.57772620175017,7.081507942130949,6.424594879774478,21.23325966614546,133.32224062229648,382.82968016647516,312.6928008229839,232.54004891834407,56.631709366689854,3.722667988056049,7.881499835374451,Medium
UTTAR PRADESH,BASTI,15.4,10.4,10.9,5.5,20.7,129.4,324.5,289.3,200.4,46.5,2.2,7.5,19.78641500169807,13.394498721689144,13.970519270323688,5.833533462588642,15.151576710755906,111.96935421338462,395.86144570728067,322.3223934102948,226.89752482913363,52.59906601216365,2.653284715777122,9.450944209168778,Medium
UTTAR PRADESH,DEORIA,13.7,17.8,9.2,8.7,24.0,133.3,316.6,299.9,201.1,53.1,4.0,5.6,13.773063741296799,17.603222637785567,7.034058875010172,10.69959436581884,22.404822818336665,160.5943355445596,390.3320701578216,348.48571198895075,183.99391748431816,40.903665478902454,3.2986456844879526,6.341432900492453,Medium
UTTAR PRADESH,FAIZABAD,18.7,12.4,7.2,4.5,18.8,123.0,346.6,309.6,210.5,51.0,2.9,8.8,22.26849201366659,15.363874678721594,6.278762363542258,4.883059575759141,19.697947691939103,158.09434292897404,413.23257234732677,304.05226200509543,197.78785067645794,35.750009972468945,3.4540017279967175,6.399982762932846,Medium
UTTAR PRADESH,FARRUKHABAD,15.1,11.1,8.0,5.0,12.8,73.5,246.0,282.3,141.6,52.1,2.4,3.4,12.586535161578633,12.06707461471173,5.780105751569758,5.840388401355632,12.952820518007679,59.83924791558266,313.7827165690418,266.19541218744104,117.30055217321686,66.34349275097729,2.9241424967130265,3.676791388749698,Medium
UTTAR PRADESH,FATEHPUR,18.3,11.7,7.2,4.7,8.6,82.2,261.5,286.0,182.8,39.4,4.9,7.9,20.43259725085452,14.042425412622094,5.237675067147744,4.73939294619454,9.449046436443536,89.62696987378153,191.54714840111927,239.61915025534304,144.62164873460145,46.94333346105485,4.373145001319589,8.430763471037144,Low
UTTAR PRADESH,GHAZIPUR,15.7,9.4,8.0,4.7,13.9,98.8,266.7,305.7,211.8,49.2,9.6,2.3,19.537599012681056,11.495679899365514,6.371064897797801,5.42129925962301,17.057788772567296,76.4984009314112,324.8148226771597,331.36812549641377,242.97871413289957,49.99899808245398,7.129417522686905,2.8195136527491362,Medium
UTTAR PRADESH,GONDA,16.9,9.4,8.3,6.3,22.3,145.0,335.4,316.6,230.2,59.1,1.6,9.0,17.677101315174223,10.211177556875429,8.106355228457742,6.6580281738678995,16.68714495440032,130.26826065990707,241.90168961557234,327.197718320619,189.8708284762678,56.45968056765971,1.4999609552556956,8.865214765680124,Low
UTTAR PRADESH,GORAKHPUR,18.9,10.9,10.9,11.5,27.2,166.9,372.4,384.2,252.0,69.1,6.4,7.9,13.876357442195747,7.9073640490618375,10.533181636122318,10.89793511343744,22.57252078547141,129.08040784001213,369.6606709776324,386.1248268701749,212.86386838542404,56.22758158106086,7.04846032857672,7.777857726213362,Low
UTTAR PRADESH,HARDOI,18.2,13.1,9.5,5.8,16.9,87.3,264.5,268.5,167.6,57.6,2.7,6.5,15.856446162008952,10.780873170146622,10.560049846654595,5.457245671243419,18.071398249985954,87.76331880936411,265.02156764138266,236.0827303750501,139.08857366271488,47.95910977931671,2.449903324312959,7.48797206490054,Low
UTTAR PRADESH,JAUNPUR,15.2,10.4,6.9,4.6,11.8,91.2,304.7,255.8,222.4,32.1,7.4,5.6,18.36154983285844,10.696733973865008,6.447499857187625,4.445355761466535,11.98799725217774,111.0140032780672,331.6170238621823,179.52677018021026,286.62942201611844,39.2245287032454,6.344439511110356,4.175425308662457,Medium
UTTAR PRADESH,KANPUR NAGAR,16.8,11.9,6.0,2.6,7.7,62.2,226.4,263.9,144.3,54.9,2.5,7.2,12.083532971739162,13.407227248292948,4.731502724934357,2.7525407068048913,8.641128507998097,46.701372474085865,263.28225139736236,195.61719490909798,115.92916042414906,53.425962007369954,3.240791061221401,5.369208604266165,Low
UTTAR PRADESH,KHERI LAKHIMP,21.4,16.2,11.8,6.5,29.1,131.4,297.2,303.3,194.2,63.8,2.0,8.4,16.846590982048504,20.45087661070261,8.692448025271597,8.00449265384642,22.43152498360069,154.32615555367937,376.797931990606,228.26154193788216,236.99266885552126,62.06309339433507,1.4275369530963666,6.354602693285093,Medium
UTTAR PRADESH,LUCKNOW,18.1,12.3,7.3,4.1,12.2,85.9,254.6,262.2,169.8,47.9,4.1,6.8,17.57193746225416,9.438860889051618,6.242448221184642,5.098070960027729,10.31514758902731,101.18524362720616,197.80868553896678,211.19624732068354,136.3419850699072,37.166641841788476,5.109157762989812,8.21556608261772,Low
UTTAR PRADESH,MIRZAPUR,18.0,12.6,10.0,3.8,10.3,91.0,288.3,290.4,231.4,32.9,9.6,4.9,12.820966600759778,14.32542364454367,10.240021245937331,3.1777228390394052,10.423393596536732,114.20527547658094,245.79863765867316,213.14456715799062,273.60819603164396,26.88189837232903,7.514246410958516,6.317565123302543,Low
UTTAR PRADESH,PRATAPGARH,15.2,9.9,8.1,2.0,9.0,81.9,288.7,284.1,197.1,34.3,6.8,6.5,13.565023254760142,9.364054166907495,7.640138927953565,2.5158040629675096,9.978128316284625,105.2193269180005,373.3349647802817,290.4214004533684,212.24334869202747,26.257616331562183,7.851780772333985,8.127942759146487,Medium
UTTAR PRADESH,RAE BARELI,14.0,9.3,5.8,3.0,7.6,68.7,257.7,255.9,168.0,53.5,1.5,8.0,12.375505873882618,6.597611752277392,7.395061072616138,3.1628602042235405,5.525734508885735,70.15246310405634,195.08973424226636,254.25766405300536,217.41183490599107,67.19764083796782,1.800257224850671,7.243784626780823,Low
UTTAR PRADESH,SITAPUR,18.5,12.1,11.8,5.4,18.4,113.6,272.6,278.0,200.6,60.1,3.7,8.5,13.326529214844964,12.95974040659509,8.266588889434376,6.890413638400495,21.61986848206212,92.17445647488826,240.4288015586272,195.79665653242284,228.3338525813616,54.46949194689854,4.78960252381399,9.24921805960068,Low
UTTAR PRADESH,SULTANPUR,13.2,8.7,6.3,4.7,16.9,82.5,303.2,273.2,181.8,45.4,2.4,6.2,12.427733674912975,8.784043677342188,4.814852236284332,3.441294840938828,13.54359050015744,70.74475360465718,319.89043593782964,345.1085796414708,231.7362603623746,55.197263677994705,2.58748682479224,4.605316699344667,Medium
UTTAR PRADESH,UNNAO,14.9,15.1,7.4,3.4,10.5,82.9,249.3,286.4,171.7,56.1,2.2,7.3,15.023248045381548,13.658256988293061,5.893360657450962,2.9484533860710282,8.934238750994599,99.87408247545046,262.2865965985071,328.03694393173987,158.31789706827047,66.244635657768,2.758164161249643,7.883745910829194,Medium
UTTAR PRADESH,VARANASI,18.4,14.5,9.5,4.7,11.8,93.9,311.6,281.4,236.6,37.5,12.2,5.5,16.679397607536607,10.58136292568255,9.039778672470336,5.879034608870795,13.220325078506665,75.2192637664878,327.3009997261435,265.5888905401111,302.6688044669531,33.86826298339907,11.094633813194768,6.794954642169507,Medium
UTTAR PRADESH,SONBHADRA,18.1,13.9,10.3,6.3,11.9,126.7,286.4,292.8,211.0,34.8,5.9,7.0,17.495675838157283,12.750087518800909,7.385005946392281,6.9835733814160506,10.256217386037608,135.4289267883445,283.28406524434615,348.04523466494663,170.51220617385948,44.33755160738725,7.20090775296661,7.944700063273817,Medium
UTTAR PRADESH,MAHARAJGANJ,17.6,9.8,12.9,15.7,36.2,187.5,421.3,371.9,233.4,72.3,4.9,5.6,22.23789806728582,12.014026334751085,14.760876370425681,14.078208413631721,43.844233027713344,243.4963806958056,544.5985096519398,454.30371913517666,181.0674444220134,80.24585357125545,3.7231211787140763,5.768941475213113,Medium
UTTAR PRADESH,MAU,15.8,9.0,9.0,5.7,19.2,117.7,336.9,323.5,226.6,46.6,7.1,4.2,13.835987714841757,10.879078094486593,11.038688821869421,5.0773798710978095,24.927269001480482,143.27205930843536,405.59731479466825,255.2034533541623,269.78803275994005,52.48082211473697,6.982808881647942,4.671731657076828,Medium
UTTAR PRADESH,SIDDHARTH NGR,15.5,10.4,9.3,6.0,21.8,139.7,357.8,314.7,197.7,63.4,1.6,7.8,14.412575838176691,10.290339124542703,8.12147710030658,6.08234052960328,21.546318014657697,148.99031309784485,274.92410269949323,389.26451857804057,171.360567621682,58.25444821755718,1.5110127116771748,8.59693992686816,Low
UTTAR PRADESH,KUSHINAGAR,15.3,10.1,10.9,12.7,36.1,182.6,369.4,365.6,240.8,71.4,4.2,7.5,15.748040328557478,8.619016279606369,12.40813201533542,14.980535975041622,40.679168513622976,138.48112722932635,455.8862491869654,266.7716465435368,291.99312856852913,76.11958444087766,4.84092485220402,6.320235642033517,Medium
UTTAR PRADESH,AMBEDKAR NAGAR,14.8,11.0,8.5,6.2,17.9,102.2,317.8,282.4,202.4,40.2,3.6,6.3,18.14527248362791,11.63119515841559,10.967643461732926,6.726249228647248,20.978505622015593,78.76463955894887,321.23139894402215,216.03071216434176,258.79069880951977,48.45055298525681,4.098436294589773,6.356205681860468,Low
UTTAR PRADESH,KANNAUJ,15.5,11.5,9.0,3.7,16.2,58.9,244.5,311.4,161.9,61.4,2.9,5.4,16.762498919579585,14.67449132276145,9.646466379037195,3.298830100902527,15.777690136743649,68.20417716295769,181.23160682058727,305.9368405284431,182.86852202829232,52.99729945719822,2.882173160256005,5.169988793122806,Low
UTTAR PRADESH,BALRAMPUR,18.8,16.9,8.2,9.3,38.6,141.4,385.4,329.9,215.0,72.6,1.2,10.6,17.623588316821923,18.86039429156219,9.189952092631389,12.064044514893006,32.283597795666196,177.58062706865834,305.73105338046133,325.00025964924833,212.08756042859608,67.53127224480924,1.1686914465643061,7.4365551594404105,Low
UTTAR PRADESH,KAUSHAMBI,15.5,11.7,8.1,3.4,7.4,72.6,258.8,268.0,166.2,36.1,6.6,7.3,18.259634879148546,11.382479388191966,6.087447916152766,2.8349264687475535,7.795781044765602,51.892804306983024,189.8565758815214,189.45184735272113,144.83545314500043,41.1038080539514,6.880863695595327,7.533814420980389,Low
UTTAR PRADESH,SAHUJI MAHARA,17.3,12.0,8.6,3.5,8.1,88.0,275.3,315.5,207.1,36.7,7.8,6.4,13.30284373116265,10.994858825320527,6.906005737259818,3.635303380910723,6.120434387466985,91.88758382114936,346.17325881466195,333.686698475587,260.48838643808114,26.103438895205166,6.769392727615586,6.034756265321992,Medium
UTTAR PRADESH,KANPUR DEHAT,13.5,11.4,5.5,2.7,6.3,70.7,237.0,289.6,167.7,44.4,2.9,5.5,13.859956161665176,11.471021541026317,6.389338384061156,2.750718805727344,6.498341023588018,50.3913412172628,290.5193130578794,346.36727038629226,208.4896322258987,47.23661548855733,3.62267340029671,4.323318019756972,Medium
UTTAR PRADESH,CHANDAULI,18.5,12.1,11.6,5.3,10.3,79.0,302.3,283.8,181.0,31.8,10.2,3.7,15.765793903561425,15.358516124665762,10.079319922381448,5.993886654169794,11.92540820807969,62.18382361435368,345.82707052559243,256.3957568299927,180.29483246306253,28.63554439126667,9.674965237433494,3.336283071001427,Low
